,name,address_1,address_2,post_town,postcode,sic_code_1,sic_code_2,lat,long
582038,LA CAFFETTIERA LTD,C/O DIRENCH & CO,151 WEST GREEN ROAD,LONDON,N155EA,56102 - Unlicensed restaurants and cafes,,51.585187,-0.082869
701273,MURO KEBAB LTD,C/O DIRENCH & CO,151 WEST GREEN ROAD,LONDON,N155EA,56102 - Unlicensed restaurants and cafes,,51.585187,-0.082869
839689,REAL FARM KITCHEN LTD,C/O DIRENCH & CO,151 WEST GREEN ROAD,LONDON,N155EA,56102 - Unlicensed restaurants and cafes,,51.585187,-0.082869
841524,RED ART CAFE LIMITED,C/O DIRENCH & CO,151 WEST GREEN ROAD,LONDON,N155EA,56102 - Unlicensed restaurants and cafes,,51.585187,-0.082869
853368,RIAS (WIGAN) LIMITED,155A WEST GREEN ROAD,,LONDON,N155EA,56102 - Unlicensed restaurants and cafes,,51.585187,-0.082869
984046,TASTY GRILL (BIRKENHEAD) LTD,C/O DIRENCH & CO,151 WEST GREEN ROAD,LONDON,N155EA,56102 - Unlicensed restaurants and cafes,,51.585187,-0.082869
324474,EDA BAKERY LTD,97 WEST GREEN ROAD,,LONDON,N155DE,56102 - Unlicensed restaurants and cafes,,51.584978,-0.078331
1006679,THE LATIN TOWN LTD,231 SEVEN SISTERS MARKET,HIGH ROAD UNIT 24,LONDON,N155BT,56102 - Unlicensed restaurants and cafes,,51.583493,-0.072793
1095517,WEST GREEN LEMON LIMITED,118 WEST GREEN ROAD,,LONDON,N155AA,56102 - Unlicensed restaurants and cafes,,51.58528,-0.078131
680388,MIOD MALINA LTD,265 HIGH ROAD,,LONDON,N154RR,56102 - Unlicensed restaurants and cafes,,51.584426,-0.072653
254823,COYS CAFE LIMITED,2 WALTON ROAD,,LONDON,N154PP,56102 - Unlicensed restaurants and cafes,,51.584238,-0.067796
1003188,THE GARDEN SANDWICH BAR LIMITED,206 HIGH ROAD,LONDON,,N154NP,56102 - Unlicensed restaurants and cafes,,51.582601,-0.071604
689622,MONSTA COFFEE LTD,PAGE HOUSE,6A WAKEFIELD ROAD,LONDON,N154NL,56102 - Unlicensed restaurants and cafes,,51.581555,-0.069758
467866,HERCOK LIMITED,31 BERNARD ROAD,,LONDON,N154NE,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.58207,-0.068292
880327,SAGAN PRIVATE LTD,31 BERNARD ROAD,,LONDON,N154NE,56102 - Unlicensed restaurants and cafes,,51.58207,-0.068292
1040963,TRIMARSHAN LIMITED,TRI,124 PHILIP LANE,LONDON,N154JL,56102 - Unlicensed restaurants and cafes,,51.589481,-0.07599
759631,OVERDELL LIMITED,207 PHILIP LANE,,LONDON,N154HL,56102 - Unlicensed restaurants and cafes,,51.588003,-0.084079
761373,OZUNU LTD,"FLAT 3, MUSSINGTON HOUSE",MONUMENT WAY,LONDON,N154FL,56102 - Unlicensed restaurants and cafes,,51.588471,-0.068728
133091,BEBOSTAN LIMITED,FLAT 6 REIS PLACE,TALBOT ROAD,LONDON,N154FD,56102 - Unlicensed restaurants and cafes,,51.585305,-0.070728
188852,CAKES AND SHAKES TOTTENHAM LIMITED,278 HIGH ROAD,,LONDON,N154AJ,56102 - Unlicensed restaurants and cafes,,51.585656,-0.071403
884857,SANCAK LIMITED,268 PHILIP LANE,,TOTTENHAM,N154AD,56102 - Unlicensed restaurants and cafes,,51.588507,-0.084087
388116,FORKS AND GREEN LTD,338 PHILIP LANE,TOTTENHAM,LONDON,N154AB,56102 - Unlicensed restaurants and cafes,,51.587688,-0.085666
313877,DURAK TANTUNI SALONU LTD,390 WEST GREEN ROAD,,LONDON,N153PX,56102 - Unlicensed restaurants and cafes,,51.586537,-0.095068
740357,OASI DELI LTD,470 WEST GREEN ROAD,,LONDON,N153PT,56102 - Unlicensed restaurants and cafes,,51.58715,-0.097381
5492,160 CLERKENWELL LTD,449 WEST GREEN ROAD,,LONDON,N153PL,56102 - Unlicensed restaurants and cafes,,51.587062,-0.098078
5988,172 UPPER STREET LTD,449 WEST GREEN ROAD,,LONDON,N153PL,56102 - Unlicensed restaurants and cafes,,51.587062,-0.098078
19897,53 RED LION LTD,449 WEST GREEN ROAD,,LONDON,N153PL,56102 - Unlicensed restaurants and cafes,,51.587062,-0.098078
294573,DICLE GUL LTD,449 WEST GREEN ROAD,,LONDON,N153PL,56102 - Unlicensed restaurants and cafes,,51.587062,-0.098078
666431,MELISSA DELI LTD,449 WEST GREEN ROAD,,LONDON,N153PL,56102 - Unlicensed restaurants and cafes,,51.587062,-0.098078
757260,OSI CAFE LTD,449 WEST GREEN ROAD,,LONDON,N153PL,56102 - Unlicensed restaurants and cafes,,51.587062,-0.098078
1014494,THE STEAMING PITCHER LTD,449 WEST GREEN ROAD,,LONDON,N153PL,56102 - Unlicensed restaurants and cafes,,51.587062,-0.098078
296613,DILA CATERING LIMITED,325 WEST GREEN ROAD,,LONDON,N153PA,56102 - Unlicensed restaurants and cafes,,51.585947,-0.091426
43671,ACV CAFE LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
75331,AMISOS LIMITED,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
188116,CAFE MARMARIS LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
188302,CAFFE ERALDO LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
227512,CIVAN LIMITED,DEMSA ACCOUNTS LTD,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
239961,COLNBROOK CAFE LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
303441,DOLPHIN CAFE & RESTAURANT LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
314075,DURUMCU 01 LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
336995,EMEN68 LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
435935,GRAY'S INN SANDWICH & SALAD BAR LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
458842,HASINEM LIMITED,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
461623,HC CORNER CAFE LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
533770,JEANS CAFE LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
605411,LINIS UK LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
665591,MEGIDDO DISTRIBUTION LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
709397,NANO TRADING LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
714517,NEHIRIM LTD,DEMSA ACCOUNTS LTD,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
757210,OSES UK LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
761271,OZI LONDON LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
776844,PEARL F&B LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
780036,PEOPLES CAFE LIMITED,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
787958,PICCOLO LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,56290 - Other food services,51.590841,-0.102106
887889,SARK KOSESI LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
938670,SOVRANOS LTD,DEMSA ACCOUNTS LTD,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.590841,-0.102106
951768,STAR CAFE CLEVELEYS LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
997901,THE BRITANNIA CAFE LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
1027578,TNM CAFE LTD,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
1114297,XALO LIMITED,DEMSA ACCOUNTS,278 LANGHAM ROAD,LONDON,N153NP,56102 - Unlicensed restaurants and cafes,,51.590841,-0.102106
117924,B-FIT CAFE LTD,238 LANGHAM ROAD,,LONDON,N153NB,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.590627,-0.099823
429776,GONUL CAFE LTD,1 TURNPIKE PARADE,GREEN LANES,LONDON,N153LA,56102 - Unlicensed restaurants and cafes,,51.590186,-0.102711
543030,JOLLY JOKER LTD,434 ST. ANN'S ROAD,SOUTH TOTTENHAM,LONDON,N153JH,56102 - Unlicensed restaurants and cafes,,51.582505,-0.09873
565525,KHP COFFEE HOUSE LTD,KHP COFFEE HOUSE,8 NEWINGTON GREEN ROAD,LONDON,N14RX,56102 - Unlicensed restaurants and cafes,,51.546907,-0.086758
379206,FISH AND CHIPS BAR LIMITED,141 NEWINGTON GREEN ROAD,NEWINGTON GREEN ROAD,LONDON,N14RA,56102 - Unlicensed restaurants and cafes,,51.550803,-0.086392
475437,HMSQUARED N1 LTD,1A MILDMAY ROAD,,LONDON,N14PY,56102 - Unlicensed restaurants and cafes,,51.549188,-0.078368
832203,RAHMAN & SONS LONDON LTD,82 MILDMAY PARK,,LONDON,N14PR,56102 - Unlicensed restaurants and cafes,,51.549997,-0.084392
771855,PASHA GRILL LTD,5 BALLS POND ROAD,DALSTON,HACKNEY,N14AX,56102 - Unlicensed restaurants and cafes,,51.545981,-0.076383
1125334,ZAYTOON RESTAURANTS LIMITED,21 THE GREEN,THE GREEN,LONDON,N147AB,56102 - Unlicensed restaurants and cafes,,51.624127,-0.124801
163844,BOURNE CATERING LTD,18 THE BROADWAY,,LONDON,N146PH,56102 - Unlicensed restaurants and cafes,,51.63233,-0.126587
177212,BSS FAST FOOD LTD,10 THE BROADWAY,SOUTHGATE,LONDON,N146PH,56102 - Unlicensed restaurants and cafes,,51.63233,-0.126587
544781,JOY FOODS LIMITED,18 THE BROADWAY,,LONDON,N146PH,56102 - Unlicensed restaurants and cafes,,51.63233,-0.126587
193042,CANNONS@A1 LIMITED,SOLAR HOUSE,282 CHASE ROAD,LONDON,N146NZ,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.633882,-0.126928
215017,CHASE LOUNGE LIMITED,SOLAR HOUSE,282 CHASE ROAD,LONDON,N146NZ,56102 - Unlicensed restaurants and cafes,,51.633882,-0.126928
291508,DEVON DINER LIMITED,SOLAR HOUSE,282 CHASE ROAD,LONDON,N146NZ,56102 - Unlicensed restaurants and cafes,,51.633882,-0.126928
462040,HDH (PLYMOUTH) LIMITED,SOLAR HOUSE,282 CHASE ROAD,LONDON,N146NZ,56102 - Unlicensed restaurants and cafes,,51.633882,-0.126928
750719,ONLY ONE LIMITED,"SOLAR HOUSE, 282",CHASE ROAD,LONDON,N146NZ,56102 - Unlicensed restaurants and cafes,,51.633882,-0.126928
978088,T.C.'S (CATERING) LIMITED,SOLAR HOUSE,282 CHASE ROAD,LONDON,N146NZ,56102 - Unlicensed restaurants and cafes,,51.633882,-0.126928
105225,ASUF LIMITED,ELLINGTON COURT,"FLAT 47, HIGH STREET",LONDON,N146LB,56102 - Unlicensed restaurants and cafes,,51.626322,-0.125997
723313,NICE FOOD 2 GO LTD.,UNIT 2 OLD COURT MEWS,311A CHASE ROAD SOUTHGATE,LONDON,N146JS,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.633367,-0.127689
121042,BAKE STREET LIMITED,PHILIPS ACCOUNTANTS,286B CHASE ROAD,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,,51.633528,-0.126711
184587,C & S HEALTHY EATING LTD,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,,51.633528,-0.126711
365807,FAMOUS PIZZA LIMITED,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.633528,-0.126711
394778,FRESH ORGANIC CATERING LTD,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,,51.633528,-0.126711
430386,GOODGE ST ESPRESSO LIMITED,284A CHASE ROAD,,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,,51.633528,-0.126711
450728,HALAL PIZZA LTD,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.633528,-0.126711
569475,KIRANDEEP FOODS LIMITED,286B SOUTHGATE OFFICE VILLAGE,CHASE ROAD,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,,51.633528,-0.126711
630423,M & S CATERERS LTD,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.633528,-0.126711
834313,RAN LIMITED,SOUTHGATE OFFICE VILLAGE,286A CHASE ROAD,SOUTHGATE,N146HF,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.633528,-0.126711
993778,TG CATERING LTD,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,,51.633528,-0.126711
1043622,TRUFFLE PIZZA LTD,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.633528,-0.126711
1085115,W3 BIG BANG LTD,286B CHASE ROAD,SOUTHGATE,LONDON,N146HF,56102 - Unlicensed restaurants and cafes,,51.633528,-0.126711
187941,CAFE 73 LIMITED,1ST FLOOR,10 HAMPDEN SQUARE,LONDON,N145JR,56102 - Unlicensed restaurants and cafes,,51.632376,-0.143665
787953,PICCOLINO CAFÉ LTD,FIRST FLOOR 10 HAMPDEN SQUARE,SOUTHGATE,LONDON,N145JR,56102 - Unlicensed restaurants and cafes,,51.632376,-0.143665
597061,LEO'S COFFEE SHOP (CUFFLEY) LIMITED,133 CHASE SIDE,,LONDON,N145HD,56102 - Unlicensed restaurants and cafes,,51.634333,-0.134337
575696,KOZZY BREAKFAST BAR LTD,90 CROWN LANE,,LONDON,N145EN,56102 - Unlicensed restaurants and cafes,,51.631959,-0.128726
446241,GUYS 'N' DOLLS LIMITED,"C/O BBK PARTNERSHIP, CROWN HOUSE",2A ASHFIELD PARADE,SOUTHGATE,N145EJ,56102 - Unlicensed restaurants and cafes,,51.631603,-0.128365
100039,ASHFIELD (SOUTHGATE) CAFE LTD,21 ASHFIELD PARADE,SOUTHGATE,LONDON,N145EH,56102 - Unlicensed restaurants and cafes,,51.631136,-0.128428
222767,CHUNK OF GREEN CAFE LTD,25 ASHFIELD PARADE,,LONDON,N145EH,56102 - Unlicensed restaurants and cafes,,51.631136,-0.128428
361216,EZICH FOODS LIMITED,3 HAMPDEN WAY,,LONDON,N145DJ,56102 - Unlicensed restaurants and cafes,,51.630928,-0.141947
361217,EZICH KEBAB LIMITED,3 HAMPDEN WAY,,LONDON,N145DJ,56102 - Unlicensed restaurants and cafes,,51.630928,-0.141947
792948,PLAICE YOUR CHIPS LIMITED,1 HAMPDEN WAY,OSIDGE,LONDON,N145DJ,56102 - Unlicensed restaurants and cafes,,51.630928,-0.141947
917071,SIMPLY CHIC KR LIMITED,118 CHASE WAY,,LONDON,N145DH,56102 - Unlicensed restaurants and cafes,,51.630402,-0.139916
860766,ROAN TAKEAWAY FOOD LIMITED,11 CHASE SIDE,,LONDON,N145BP,56102 - Unlicensed restaurants and cafes,,51.632633,-0.129612
911707,SHUKE LIMITED,CHASE BUSINESS CENTRE,39-41 CHASE SIDE,LONDON,N145BP,56102 - Unlicensed restaurants and cafes,,51.632633,-0.129612
977149,T F RESTAURANTS LIMITED,31-33 CHASE SIDE,SOUTHGATE,LONDON,N145BP,56102 - Unlicensed restaurants and cafes,,51.632633,-0.129612
827383,R & H BUSINESS LIMITED,94 THE FAIRWAY,,LONDON,N144NU,56102 - Unlicensed restaurants and cafes,,51.641745,-0.137342
65129,ALKA FOODS LTD,UNIT 1J LEROY HOUSE,436 ESSEX ROAD,LONDON,N13QP,56102 - Unlicensed restaurants and cafes,,51.546393,-0.086707
327441,EFEM CATERING LIMITED,UNIT 1J LEROY HOUSE,436 ESSEX ROAD,LONDON,N13QP,56102 - Unlicensed restaurants and cafes,,51.546393,-0.086707
371148,FERASER LIMITED,UNIT 1J LEROY HOUSE,436 ESSEX ROAD,LONDON,N13QP,56102 - Unlicensed restaurants and cafes,,51.546393,-0.086707
399818,FUTURE H LIMITED,UNIT 1J LEROY HOUSE,436 ESSEX ROAD,LONDON,N13QP,56102 - Unlicensed restaurants and cafes,,51.546393,-0.086707
563629,KEW BREKKIE CLUB LIMITED,UNIT 1J LEROY HOUSE,436 ESSEX ROAD,LONDON,N13QP,56102 - Unlicensed restaurants and cafes,,51.546393,-0.086707
934884,SONMEZLER LIMITED,UNIT 1J LEROY HOUSE,436 ESSEX ROAD,LONDON,N13QP,56102 - Unlicensed restaurants and cafes,,51.546393,-0.086707
1120389,YOLBOYU LIMITED,UNIT 1J LEROY HOUSE,436 ESSEX ROAD,LONDON,N13QP,56102 - Unlicensed restaurants and cafes,,51.546393,-0.086707
329797,EL MOROCCO.RESTAURANT LTD,98 ENGLEFIELD ROAD,,LONDON,N13LG,56102 - Unlicensed restaurants and cafes,,51.5435,-0.085761
200208,CASAMICHELA LONDON CATERING SERVICES LIMITED,21 HALLIFORD STREET,HALLIFORD STREET,LONDON,N13HB,56102 - Unlicensed restaurants and cafes,,51.540022,-0.089572
834163,RAMS KITCHEN LIMITED,42 GREEN LANES,,LONDON,N136JU,56102 - Unlicensed restaurants and cafes,,51.611379,-0.10928
156049,BLUE SKY FAMILY LIMITED,TWO FEATHERS,2 GREEN LANES,LONDON,N136JR,56102 - Unlicensed restaurants and cafes,,51.608532,-0.110077
92326,ARES FOOD LIMITED,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
187063,CABAR LIMITED,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
434212,GRAND CAFE UK LIMITED,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
468596,HERNE BAY LIMITED,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
660118,MCG LONDON LIMITED,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
898216,SELEBAR LIMITED,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
900976,SERKOM LIMITED,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
1119802,YKL LTD,8 CLOCK HOUSE PARADE,NORTH CIRCULAR ROAD,LONDON,N136BG,56102 - Unlicensed restaurants and cafes,,51.611998,-0.109182
442070,GROUND CONTROL CAFE'S LTD,1ST FLOOR 446A GREEN LANES,PALMERS GREEN,LONDON,N135XD,56102 - Unlicensed restaurants and cafes,,51.622828,-0.104355
472428,HIL&OZ LIMITED,346 GREEN LANES,,LONDON,N135TW,56102 - Unlicensed restaurants and cafes,,51.619351,-0.106768
666896,MEM & SAH LIMITED,346 GREEN LANES,,LONDON,N135TW,56102 - Unlicensed restaurants and cafes,,51.619351,-0.106768
766009,PALMERS CAFE LIMITED,260 GREEN LANES,,LONDON,N135TU,56102 - Unlicensed restaurants and cafes,,51.617949,-0.108318
386496,FOODKEY VENTURES LTD,"SUITE 1, 596",GREEN LANES,LONDON,N135RY,56102 - Unlicensed restaurants and cafes,56290 - Other food services,51.626417,-0.098718
640183,MAJOR IDEA UK LTD.,"SUITE 1, 596",GREEN LANES,LONDON,N135RY,56102 - Unlicensed restaurants and cafes,,51.626417,-0.098718
788610,PIERRETTE LIMITED,590 GREEN LANES,,LONDON,N135RY,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.626417,-0.098718
437043,GREEK MARINA LTD,380 GREEN LANES,,PALMERS GREEN,N135PD,56102 - Unlicensed restaurants and cafes,,51.621276,-0.105705
389163,FORTUNATE LIMITED,41 HAMILTON CRESCENT,PALMERS GREEN,LONDON,N135LN,56102 - Unlicensed restaurants and cafes,,51.616977,-0.102923
576352,KRAZY CHERRY LIMITED,24 FARNDALE AVENUE,,LONDON,N135AQ,56102 - Unlicensed restaurants and cafes,,51.622277,-0.096446
263,01 ADANA LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
400,07 OZ COFFEE ROASTING LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
45836,ADERA LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
45946,ADFA LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
46243,ADITA LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
57954,AKAY BR LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
58217,AKHISAR LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
68576,ALPAN LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
80659,ANGELOV CATERING LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
84310,ANTIOCH INVESTMENT LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
93644,ARIZONA DINER LTD,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
115692,AYSEM LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
118494,B.S. CHICKEN LTD,C/O HURKAN SAYMAN & CO 291 GREEN LANES,PALMERS GREEN,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
127003,BAS & D UK LTD,293 GREEN LANES,PALMERS GREEN,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
138818,BERIVAN LTD,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
150452,BLACK EAGLE BESIKTAS LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
154907,BLUE CAFE LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
173455,BROAD PLUS LIMITED,291 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
182650,BUTLERS RESTAURANT (EVESHAM) LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
187946,CAFE AIR LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
188022,CAFE DE VIVALDI LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
188191,CAFE ROMA CATERING LIMITED,283 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
188241,CAFE WANGER LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
191805,CAN CAFE LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
191842,CAN RESTAURANT LTD,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
199523,CARTAN LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
237748,COFFEE BREAK EXPAND LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
237749,COFFEE BREAK EXPRESS LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
237852,COFFEE WAREHOUSE LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
238677,COLAK WATFORD LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
283788,DECO CATERING COMPANY LTD,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
301396,DMDF LIMITED,293 GREEN LANES,PALMERS GREEN,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
317244,E.C.Y. LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
320323,EASTERN FINE FOOD LTD,293 GREEN LANES,PALMERS GREEN,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
327428,EFECAN LIMITED,291 GREEN LANES,,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
332390,ELEY'S KITCHEN LIMITED,293 GREEN LANES,,PALMERS GREEN,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
335142,ELMO FISH BAR LIMITED,293 GREEN LANES,PALMERS GREEN,LONDON,N134XS,56102 - Unlicensed restaurants and cafes,,51.617174,-0.109545
